flight_id,flight_no,delay_cause,delay_classification,on_time
20939,PG0379,No delays,On-time,True
20940,PG0379,carrier_ct,Short delay,False
20941,PG0379,No delays,On-time,True
20942,PG0379,No delays,On-time,True
20943,PG0379,nas_ct,Short delay,False
20944,PG0379,security_ct,Short delay,False
20945,PG0379,late_aircraft_ct,Short delay,False
20946,PG0379,security_ct,Short delay,False
20947,PG0379,No delays,On-time,True
20948,PG0379,carrier_ct,Short delay,False
20949,PG0379,weather_ct,Short delay,False
20950,PG0379,No delays,On-time,True
20951,PG0379,No delays,On-time,True
20952,PG0379,No delays,On-time,True
20953,PG0379,No delays,On-time,True
20954,PG0379,No delays,On-time,True
20955,PG0379,No delays,On-time,True
20956,PG0379,nas_ct,Short delay,False
20957,PG0379,No delays,On-time,True
20958,PG0379,weather_ct,Short delay,False
20959,PG0379,security_ct,Short delay,False
20960,PG0379,security_ct,Short delay,False
20961,PG0379,No delays,On-time,True
20962,PG0379,No delays,On-time,True
20963,PG0379,late_aircraft_ct,Short delay,False
20964,PG0329,nas_ct,Short delay,False
20965,PG0329,No delays,On-time,True
20966,PG0329,No delays,On-time,True
20967,PG0329,No delays,On-time,True
20968,PG0329,security_ct,Short delay,False
20969,PG0329,No delays,On-time,True
20970,PG0329,No delays,On-time,True
20971,PG0329,No delays,On-time,True
20972,PG0329,late_aircraft_ct,Short delay,False
20973,PG0329,No delays,On-time,True
20974,PG0329,No delays,On-time,True
20975,PG0329,No delays,On-time,True
20976,PG0329,security_ct,Short delay,False
20977,PG0329,No delays,On-time,True
20978,PG0329,security_ct,Short delay,False
20979,PG0329,carrier_ct,Short delay,False
20980,PG0329,weather_ct,Short delay,False
20981,PG0252,No delays,On-time,True
20982,PG0252,No delays,On-time,True
20983,PG0252,security_ct,Short delay,False
20984,PG0252,nas_ct,Short delay,False
20985,PG0252,carrier_ct,Short delay,False
20986,PG0252,carrier_ct,Long delay,False
20987,PG0252,late_aircraft_ct,Short delay,False
20988,PG0252,late_aircraft_ct,Short delay,False
20989,PG0252,carrier_ct,Short delay,False
20990,PG0252,security_ct,Short delay,False
20991,PG0252,No delays,On-time,True
20992,PG0252,weather_ct,Short delay,False
20993,PG0252,No delays,On-time,True
20994,PG0252,No delays,On-time,True
20995,PG0252,No delays,On-time,True
20996,PG0252,No delays,On-time,True
20997,PG0252,nas_ct,Short delay,False
20998,PG0252,security_ct,Short delay,False
20999,PG0252,No delays,On-time,True
21000,PG0252,No delays,On-time,True
21001,PG0252,late_aircraft_ct,Short delay,False
21002,PG0252,No delays,On-time,True
21003,PG0252,nas_ct,Short delay,False
21004,PG0252,nas_ct,Short delay,False
21005,PG0252,nas_ct,Short delay,False
21006,PG0252,carrier_ct,Long delay,False
21007,PG0252,No delays,On-time,True
21008,PG0252,security_ct,Short delay,False
21009,PG0252,security_ct,Short delay,False
21010,PG0252,security_ct,Moderate delay,False
21011,PG0252,nas_ct,Short delay,False
21012,PG0252,No delays,On-time,True
21013,PG0252,No delays,On-time,True
21014,PG0252,No delays,On-time,True
21015,PG0252,weather_ct,Short delay,False
21016,PG0252,No delays,On-time,True
21017,PG0252,security_ct,Short delay,False
21018,PG0252,security_ct,Short delay,False
21019,PG0252,No delays,On-time,True
21020,PG0252,security_ct,Short delay,False
21021,PG0252,No delays,On-time,True
21022,PG0252,No delays,On-time,True
21023,PG0252,security_ct,Moderate delay,False
21024,PG0252,No delays,On-time,True
21025,PG0252,security_ct,Short delay,False
21026,PG0252,nas_ct,Short delay,False
21027,PG0252,No delays,On-time,True
21028,PG0252,No delays,On-time,True
21029,PG0252,No delays,On-time,True
21030,PG0252,security_ct,Short delay,False
21031,PG0252,No delays,On-time,True
21032,PG0252,security_ct,Short delay,False
21033,PG0252,No delays,On-time,True
21034,PG0252,late_aircraft_ct,Moderate delay,False
21035,PG0252,security_ct,Short delay,False
21036,PG0252,late_aircraft_ct,Moderate delay,False
21037,PG0252,No delays,On-time,True
21038,PG0252,nas_ct,Short delay,False
21039,PG0252,No delays,On-time,True
21040,PG0252,weather_ct,Short delay,False
21041,PG0252,No delays,On-time,True
21042,PG0194,carrier_ct,Long delay,False
21043,PG0194,No delays,On-time,True
21044,PG0194,No delays,On-time,True
21045,PG0194,carrier_ct,Short delay,False
21046,PG0194,No delays,On-time,True
21047,PG0194,nas_ct,Short delay,False
21048,PG0194,No delays,On-time,True
21049,PG0194,late_aircraft_ct,Short delay,False
21050,PG0194,security_ct,Short delay,False
21051,PG0480,security_ct,Short delay,False
21052,PG0480,No delays,On-time,True
21053,PG0480,nas_ct,Short delay,False
21054,PG0480,No delays,On-time,True
21055,PG0480,late_aircraft_ct,Short delay,False
21056,PG0480,nas_ct,Short delay,False
21057,PG0480,No delays,On-time,True
21058,PG0480,No delays,On-time,True
21059,PG0480,nas_ct,Short delay,False
21060,PG0480,No delays,On-time,True
21061,PG0480,No delays,On-time,True
21062,PG0480,No delays,On-time,True
21063,PG0480,weather_ct,Short delay,False
21064,PG0480,carrier_ct,Short delay,False
21065,PG0480,No delays,On-time,True
21066,PG0480,carrier_ct,Short delay,False
21067,PG0480,No delays,On-time,True
21068,PG0480,No delays,On-time,True
21069,PG0480,No delays,On-time,True
21070,PG0480,late_aircraft_ct,Short delay,False
21071,PG0480,No delays,On-time,True
21072,PG0480,late_aircraft_ct,Moderate delay,False
21073,PG0480,No delays,On-time,True
21074,PG0480,No delays,On-time,True
21075,PG0480,No delays,On-time,True
21076,PG0480,carrier_ct,Short delay,False
21077,PG0480,nas_ct,Short delay,False
21078,PG0480,No delays,On-time,True
21079,PG0480,No delays,On-time,True
21080,PG0480,carrier_ct,Short delay,False
21081,PG0480,No delays,On-time,True
21082,PG0480,No delays,On-time,True
21083,PG0480,No delays,On-time,True
21084,PG0480,No delays,On-time,True
21085,PG0480,No delays,On-time,True
21086,PG0480,late_aircraft_ct,Short delay,False
21087,PG0480,late_aircraft_ct,Short delay,False
21088,PG0480,No delays,On-time,True
21089,PG0480,security_ct,Moderate delay,False
21090,PG0480,No delays,On-time,True
21091,PG0480,No delays,On-time,True
21092,PG0480,weather_ct,Short delay,False
21093,PG0480,carrier_ct,Short delay,False
21094,PG0480,carrier_ct,Short delay,False
21095,PG0480,security_ct,Short delay,False
21096,PG0480,No delays,On-time,True
21097,PG0480,No delays,On-time,True
21098,PG0480,security_ct,Short delay,False
21099,PG0480,nas_ct,Moderate delay,False
21100,PG0480,nas_ct,Short delay,False
21101,PG0480,carrier_ct,Short delay,False
21102,PG0480,No delays,On-time,True
21103,PG0480,nas_ct,Short delay,False
21104,PG0480,No delays,On-time,True
21105,PG0480,security_ct,Short delay,False
21106,PG0480,No delays,On-time,True
21107,PG0480,nas_ct,Short delay,False
21108,PG0480,No delays,On-time,True
21109,PG0480,No delays,On-time,True
21110,PG0480,No delays,On-time,True
21111,PG0480,security_ct,Moderate delay,False
21112,PG0565,carrier_ct,Long delay,False
21113,PG0565,No delays,On-time,True
21114,PG0565,weather_ct,Short delay,False
21115,PG0566,nas_ct,Moderate delay,False
21116,PG0566,late_aircraft_ct,Short delay,False
21117,PG0565,weather_ct,Short delay,False
21118,PG0566,No delays,On-time,True
21119,PG0566,late_aircraft_ct,Short delay,False
21120,PG0565,nas_ct,Short delay,False
21121,PG0566,carrier_ct,Moderate delay,False
21122,PG0565,No delays,On-time,True
21123,PG0566,late_aircraft_ct,Short delay,False
21124,PG0566,No delays,On-time,True
21125,PG0566,No delays,On-time,True
21126,PG0565,No delays,On-time,True
21127,PG0566,late_aircraft_ct,Short delay,False
21128,PG0565,No delays,On-time,True
21129,PG0565,No delays,On-time,True
21130,PG0566,late_aircraft_ct,Short delay,False
21131,PG0565,No delays,On-time,True
21132,PG0566,No delays,On-time,True
21133,PG0565,No delays,On-time,True
21134,PG0566,late_aircraft_ct,Short delay,False
21135,PG0566,carrier_ct,Short delay,False
21136,PG0565,nas_ct,Moderate delay,False
21137,PG0566,No delays,On-time,True
21138,PG0565,security_ct,Short delay,False
21139,PG0565,nas_ct,Short delay,False
21140,PG0565,No delays,On-time,True
21141,PG0565,No delays,On-time,True
21142,PG0566,carrier_ct,Long delay,False
21143,PG0566,late_aircraft_ct,Short delay,False
21144,PG0565,nas_ct,Short delay,False
21145,PG0565,late_aircraft_ct,Short delay,False
21146,PG0566,nas_ct,Moderate delay,False
21147,PG0566,security_ct,Short delay,False
21148,PG0565,No delays,On-time,True
21149,PG0566,No delays,On-time,True
21150,PG0566,No delays,On-time,True
21151,PG0565,No delays,On-time,True
21152,PG0565,security_ct,Moderate delay,False
21153,PG0566,No delays,On-time,True
21154,PG0565,No delays,On-time,True
21155,PG0566,carrier_ct,Long delay,False
21156,PG0565,late_aircraft_ct,Moderate delay,False
21157,PG0565,security_ct,Moderate delay,False
21158,PG0566,late_aircraft_ct,Short delay,False
21159,PG0565,late_aircraft_ct,Short delay,False
21160,PG0565,No delays,On-time,True
21161,PG0566,No delays,On-time,True
21162,PG0566,No delays,On-time,True
21163,PG0565,weather_ct,Moderate delay,False
21164,PG0566,No delays,On-time,True
21165,PG0565,nas_ct,Short delay,False
21166,PG0566,carrier_ct,Short delay,False
21167,PG0565,security_ct,Short delay,False
21168,PG0566,nas_ct,Short delay,False
21169,PG0566,late_aircraft_ct,Short delay,False
21170,PG0565,late_aircraft_ct,Short delay,False
21171,PG0566,No delays,On-time,True
21172,PG0565,security_ct,Short delay,False
21173,PG0565,No delays,On-time,True
21174,PG0566,No delays,On-time,True
21175,PG0565,No delays,On-time,True
21176,PG0566,No delays,On-time,True
21177,PG0565,late_aircraft_ct,Short delay,False
21178,PG0566,late_aircraft_ct,Short delay,False
21179,PG0565,weather_ct,Short delay,False
21180,PG0566,No delays,On-time,True
21181,PG0566,late_aircraft_ct,Short delay,False
21182,PG0566,No delays,On-time,True
21183,PG0566,late_aircraft_ct,Short delay,False
21184,PG0566,nas_ct,Short delay,False
21185,PG0565,nas_ct,Moderate delay,False
21186,PG0565,No delays,On-time,True
21187,PG0566,No delays,On-time,True
21188,PG0566,No delays,On-time,True
21189,PG0565,No delays,On-time,True
21190,PG0566,security_ct,Short delay,False
21191,PG0565,security_ct,Moderate delay,False
21192,PG0566,No delays,On-time,True
21193,PG0565,No delays,On-time,True
21194,PG0565,security_ct,Short delay,False
21195,PG0565,security_ct,Short delay,False
21196,PG0566,No delays,On-time,True
21197,PG0565,weather_ct,Short delay,False
21198,PG0566,late_aircraft_ct,Short delay,False
21199,PG0566,No delays,On-time,True
21200,PG0565,No delays,On-time,True
21201,PG0566,No delays,On-time,True
21202,PG0566,nas_ct,Moderate delay,False
21203,PG0565,nas_ct,Moderate delay,False
21204,PG0565,No delays,On-time,True
21205,PG0565,nas_ct,Short delay,False
21206,PG0566,carrier_ct,Long delay,False
21207,PG0566,nas_ct,Short delay,False
21208,PG0565,No delays,On-time,True
21209,PG0565,nas_ct,Moderate delay,False
21210,PG0566,No delays,On-time,True
21211,PG0566,No delays,On-time,True
21212,PG0566,No delays,On-time,True
21213,PG0566,No delays,On-time,True
21214,PG0565,carrier_ct,Long delay,False
21215,PG0565,security_ct,Moderate delay,False
21216,PG0566,carrier_ct,Short delay,False
21217,PG0565,No delays,On-time,True
21218,PG0565,No delays,On-time,True
21219,PG0565,No delays,On-time,True
21220,PG0566,No delays,On-time,True
21221,PG0565,carrier_ct,Long delay,False
21222,PG0566,security_ct,Moderate delay,False
21223,PG0565,weather_ct,Short delay,False
21224,PG0566,No delays,On-time,True
21225,PG0566,No delays,On-time,True
21226,PG0566,security_ct,Short delay,False
21227,PG0565,nas_ct,Short delay,False
21228,PG0566,No delays,On-time,True
21229,PG0565,No delays,On-time,True
21230,PG0565,No delays,On-time,True
21231,PG0565,late_aircraft_ct,Short delay,False
21232,PG0566,security_ct,Moderate delay,False
21233,PG0565,No delays,On-time,True
21234,PG0110,No delays,On-time,True
21235,PG0110,No delays,On-time,True
21236,PG0110,No delays,On-time,True
21237,PG0110,weather_ct,Short delay,False
21238,PG0110,No delays,On-time,True
21239,PG0110,security_ct,Moderate delay,False
21240,PG0110,No delays,On-time,True
21241,PG0110,No delays,On-time,True
21242,PG0110,No delays,On-time,True
21243,PG0110,late_aircraft_ct,Short delay,False
21244,PG0110,No delays,On-time,True
21245,PG0110,security_ct,Short delay,False
21246,PG0110,carrier_ct,Short delay,False
21247,PG0110,No delays,On-time,True
21248,PG0110,No delays,On-time,True
21249,PG0110,carrier_ct,Long delay,False
21250,PG0110,No delays,On-time,True
21251,PG0110,No delays,On-time,True
21252,PG0110,No delays,On-time,True
21253,PG0110,security_ct,Short delay,False
21254,PG0110,nas_ct,Short delay,False
21255,PG0110,weather_ct,Short delay,False
21256,PG0110,No delays,On-time,True
21257,PG0110,carrier_ct,Short delay,False
21258,PG0110,nas_ct,Short delay,False
21259,PG0110,No delays,On-time,True
21260,PG0110,late_aircraft_ct,Short delay,False
21261,PG0110,security_ct,Moderate delay,False
21262,PG0110,security_ct,Short delay,False
21263,PG0110,No delays,On-time,True
21264,PG0110,No delays,On-time,True
21265,PG0110,No delays,On-time,True
21266,PG0110,No delays,On-time,True
21267,PG0110,carrier_ct,Short delay,False
21268,PG0110,late_aircraft_ct,Short delay,False
21269,PG0110,No delays,On-time,True
21270,PG0110,No delays,On-time,True
21271,PG0110,late_aircraft_ct,Short delay,False
21272,PG0110,No delays,On-time,True
21273,PG0110,late_aircraft_ct,Moderate delay,False
21274,PG0110,No delays,On-time,True
21275,PG0110,No delays,On-time,True
21276,PG0110,carrier_ct,Short delay,False
21277,PG0110,weather_ct,Short delay,False
21278,PG0110,weather_ct,Moderate delay,False
21279,PG0110,No delays,On-time,True
21280,PG0110,No delays,On-time,True
21281,PG0110,carrier_ct,Short delay,False
21282,PG0110,nas_ct,Short delay,False
21283,PG0110,nas_ct,Short delay,False
21284,PG0110,No delays,On-time,True
21285,PG0110,No delays,On-time,True
21286,PG0110,late_aircraft_ct,Short delay,False
21287,PG0110,weather_ct,Short delay,False
21288,PG0110,No delays,On-time,True
21289,PG0110,No delays,On-time,True
21290,PG0110,No delays,On-time,True
21291,PG0110,security_ct,Short delay,False
21292,PG0110,carrier_ct,Long delay,False
21293,PG0110,No delays,On-time,True
21294,PG0110,No delays,On-time,True
21295,PG0630,No delays,On-time,True
21296,PG0630,nas_ct,Short delay,False
21297,PG0630,No delays,On-time,True
21298,PG0630,nas_ct,Short delay,False
21299,PG0630,No delays,On-time,True
21300,PG0630,carrier_ct,Short delay,False
21301,PG0630,No delays,On-time,True
21302,PG0630,late_aircraft_ct,Moderate delay,False
21303,PG0630,carrier_ct,Short delay,False
21304,PG0094,late_aircraft_ct,Short delay,False
21305,PG0094,No delays,On-time,True
21306,PG0094,carrier_ct,Moderate delay,False
21307,PG0094,No delays,On-time,True
21308,PG0094,carrier_ct,Short delay,False
21309,PG0094,carrier_ct,Short delay,False
21310,PG0094,nas_ct,Moderate delay,False
21311,PG0094,No delays,On-time,True
21312,PG0094,No delays,On-time,True
21313,PG0113,No delays,On-time,True
21314,PG0113,security_ct,Short delay,False
21315,PG0113,No delays,On-time,True
21316,PG0113,nas_ct,Short delay,False
21317,PG0113,No delays,On-time,True
21318,PG0113,No delays,On-time,True
21319,PG0113,No delays,On-time,True
21320,PG0113,No delays,On-time,True
21321,PG0113,nas_ct,Short delay,False
21322,PG0113,nas_ct,Short delay,False
21323,PG0113,security_ct,Short delay,False
21324,PG0113,No delays,On-time,True
21325,PG0113,security_ct,Short delay,False
21326,PG0113,No delays,On-time,True
21327,PG0113,weather_ct,Short delay,False
21328,PG0113,No delays,On-time,True
21329,PG0113,No delays,On-time,True
21330,PG0113,late_aircraft_ct,Short delay,False
21331,PG0113,security_ct,Short delay,False
21332,PG0113,No delays,On-time,True
21333,PG0113,No delays,On-time,True
21334,PG0113,late_aircraft_ct,Short delay,False
21335,PG0113,No delays,On-time,True
21336,PG0113,No delays,On-time,True
21337,PG0113,No delays,On-time,True
21338,PG0113,security_ct,Moderate delay,False
21339,PG0680,No delays,On-time,True
21340,PG0680,No delays,On-time,True
21341,PG0680,No delays,On-time,True
21342,PG0680,No delays,On-time,True
21343,PG0680,security_ct,Short delay,False
21344,PG0680,No delays,On-time,True
21345,PG0680,No delays,On-time,True
21346,PG0680,No delays,On-time,True
21347,PG0680,late_aircraft_ct,Moderate delay,False
21348,PG0680,security_ct,Short delay,False
21349,PG0680,No delays,On-time,True
21350,PG0680,nas_ct,Short delay,False
21351,PG0680,carrier_ct,Short delay,False
21352,PG0680,late_aircraft_ct,Moderate delay,False
21353,PG0680,nas_ct,Short delay,False
21354,PG0680,late_aircraft_ct,Short delay,False
21355,PG0680,No delays,On-time,True
21356,PG0680,security_ct,Short delay,False
21357,PG0680,No delays,On-time,True
21358,PG0680,late_aircraft_ct,Short delay,False
21359,PG0680,No delays,On-time,True
21360,PG0680,No delays,On-time,True
21361,PG0680,No delays,On-time,True
21362,PG0680,No delays,On-time,True
21363,PG0680,security_ct,Short delay,False
21364,PG0680,No delays,On-time,True
21365,PG0680,carrier_ct,Short delay,False
21366,PG0680,security_ct,Moderate delay,False
21367,PG0680,No delays,On-time,True
21368,PG0680,No delays,On-time,True
21369,PG0680,late_aircraft_ct,Short delay,False
21370,PG0680,nas_ct,Moderate delay,False
21371,PG0680,No delays,On-time,True
21372,PG0680,nas_ct,Short delay,False
21373,PG0680,No delays,On-time,True
21374,PG0680,late_aircraft_ct,Short delay,False
21375,PG0680,carrier_ct,Moderate delay,False
21376,PG0680,late_aircraft_ct,Short delay,False
21377,PG0680,carrier_ct,Short delay,False
21378,PG0680,security_ct,Short delay,False
21379,PG0680,No delays,On-time,True
21380,PG0680,No delays,On-time,True
21381,PG0680,No delays,On-time,True
21382,PG0680,No delays,On-time,True
21383,PG0680,No delays,On-time,True
21384,PG0680,No delays,On-time,True
21385,PG0680,No delays,On-time,True
21386,PG0680,carrier_ct,Short delay,False
21387,PG0680,nas_ct,Short delay,False
21388,PG0680,nas_ct,Short delay,False
21389,PG0680,No delays,On-time,True
21390,PG0680,late_aircraft_ct,Short delay,False
21391,PG0680,No delays,On-time,True
21392,PG0680,No delays,On-time,True
21393,PG0680,No delays,On-time,True
21394,PG0680,weather_ct,Short delay,False
21395,PG0680,nas_ct,Short delay,False
21396,PG0680,No delays,On-time,True
21397,PG0680,late_aircraft_ct,Short delay,False
21398,PG0680,carrier_ct,Short delay,False
21399,PG0680,nas_ct,Moderate delay,False
21400,PG0279,No delays,On-time,True
21401,PG0279,No delays,On-time,True
21402,PG0279,No delays,On-time,True
21403,PG0279,late_aircraft_ct,Short delay,False
21404,PG0279,security_ct,Short delay,False
21405,PG0279,No delays,On-time,True
21406,PG0279,late_aircraft_ct,Moderate delay,False
21407,PG0279,No delays,On-time,True
21408,PG0279,carrier_ct,Moderate delay,False
21409,PG0257,weather_ct,Short delay,False
21410,PG0257,No delays,On-time,True
21411,PG0257,No delays,On-time,True
21412,PG0257,No delays,On-time,True
21413,PG0257,No delays,On-time,True
21414,PG0257,No delays,On-time,True
21415,PG0257,security_ct,Short delay,False
21416,PG0257,nas_ct,Short delay,False
21417,PG0257,nas_ct,Short delay,False
21418,PG0257,carrier_ct,Moderate delay,False
21419,PG0257,late_aircraft_ct,Short delay,False
21420,PG0257,late_aircraft_ct,Short delay,False
21421,PG0257,late_aircraft_ct,Short delay,False
21422,PG0257,No delays,On-time,True
21423,PG0257,security_ct,Short delay,False
21424,PG0257,carrier_ct,Long delay,False
21425,PG0257,security_ct,Short delay,False
21426,PG0257,No delays,On-time,True
21427,PG0257,No delays,On-time,True
21428,PG0257,No delays,On-time,True
21429,PG0257,No delays,On-time,True
21430,PG0257,nas_ct,Short delay,False
21431,PG0257,carrier_ct,Short delay,False
21432,PG0257,carrier_ct,Moderate delay,False
21433,PG0257,No delays,On-time,True
21434,PG0257,No delays,On-time,True
21435,PG0257,weather_ct,Short delay,False
21436,PG0257,late_aircraft_ct,Moderate delay,False
21437,PG0257,No delays,On-time,True
21438,PG0257,carrier_ct,Moderate delay,False
21439,PG0257,late_aircraft_ct,Short delay,False
21440,PG0257,nas_ct,Short delay,False
21441,PG0257,carrier_ct,Moderate delay,False
21442,PG0257,No delays,On-time,True
21443,PG0257,No delays,On-time,True
21444,PG0257,No delays,On-time,True
21445,PG0257,late_aircraft_ct,Short delay,False
21446,PG0257,No delays,On-time,True
21447,PG0257,No delays,On-time,True
21448,PG0257,No delays,On-time,True
21449,PG0257,nas_ct,Short delay,False
21450,PG0257,late_aircraft_ct,Short delay,False
21451,PG0257,No delays,On-time,True
21452,PG0257,No delays,On-time,True
21453,PG0257,No delays,On-time,True
21454,PG0257,late_aircraft_ct,Short delay,False
21455,PG0257,No delays,On-time,True
21456,PG0257,security_ct,Short delay,False
21457,PG0257,No delays,On-time,True
21458,PG0257,No delays,On-time,True
21459,PG0257,No delays,On-time,True
21460,PG0257,No delays,On-time,True
21461,PG0257,No delays,On-time,True
21462,PG0257,No delays,On-time,True
21463,PG0257,No delays,On-time,True
21464,PG0257,No delays,On-time,True
21465,PG0257,carrier_ct,Short delay,False
21466,PG0257,carrier_ct,Short delay,False
21467,PG0257,nas_ct,Short delay,False
21468,PG0257,carrier_ct,Short delay,False
21469,PG0257,No delays,On-time,True
21470,PG0105,late_aircraft_ct,Short delay,False
21471,PG0104,No delays,On-time,True
21472,PG0104,No delays,On-time,True
21473,PG0105,No delays,On-time,True
21474,PG0104,No delays,On-time,True
21475,PG0105,No delays,On-time,True
21476,PG0104,carrier_ct,Short delay,False
21477,PG0105,No delays,On-time,True
21478,PG0105,No delays,On-time,True
21479,PG0104,No delays,On-time,True
21480,PG0105,No delays,On-time,True
21481,PG0104,carrier_ct,Short delay,False
21482,PG0105,nas_ct,Short delay,False
21483,PG0104,nas_ct,Moderate delay,False
21484,PG0105,security_ct,Moderate delay,False
21485,PG0104,security_ct,Short delay,False
21486,PG0104,No delays,On-time,True
21487,PG0105,carrier_ct,Short delay,False
21488,PG0104,carrier_ct,Moderate delay,False
21489,PG0104,carrier_ct,Short delay,False
21490,PG0105,No delays,On-time,True
21491,PG0105,security_ct,Short delay,False
21492,PG0104,No delays,On-time,True
21493,PG0104,No delays,On-time,True
21494,PG0105,carrier_ct,Short delay,False
21495,PG0105,security_ct,Short delay,False
21496,PG0104,security_ct,Short delay,False
21497,PG0104,security_ct,Moderate delay,False
21498,PG0104,No delays,On-time,True
21499,PG0105,No delays,On-time,True
21500,PG0104,late_aircraft_ct,Short delay,False
21501,PG0105,carrier_ct,Short delay,False
21502,PG0105,No delays,On-time,True
21503,PG0104,late_aircraft_ct,Short delay,False
21504,PG0104,No delays,On-time,True
21505,PG0105,nas_ct,Short delay,False
21506,PG0105,No delays,On-time,True
21507,PG0104,No delays,On-time,True
21508,PG0105,No delays,On-time,True
21509,PG0104,No delays,On-time,True
21510,PG0104,late_aircraft_ct,Moderate delay,False
21511,PG0105,carrier_ct,Short delay,False
21512,PG0104,No delays,On-time,True
21513,PG0105,late_aircraft_ct,Short delay,False
21514,PG0104,security_ct,Short delay,False
21515,PG0104,No delays,On-time,True
21516,PG0104,security_ct,Short delay,False
21517,PG0105,late_aircraft_ct,Short delay,False
21518,PG0105,No delays,On-time,True
21519,PG0104,No delays,On-time,True
21520,PG0105,No delays,On-time,True
21521,PG0104,late_aircraft_ct,Moderate delay,False
21522,PG0104,No delays,On-time,True
21523,PG0105,security_ct,Short delay,False
21524,PG0104,carrier_ct,Short delay,False
21525,PG0105,nas_ct,Short delay,False
21526,PG0104,No delays,On-time,True
21527,PG0104,No delays,On-time,True
21528,PG0105,No delays,On-time,True
21529,PG0105,nas_ct,Short delay,False
21530,PG0105,carrier_ct,Long delay,False
21531,PG0105,security_ct,Short delay,False
21532,PG0104,security_ct,Short delay,False
21533,PG0104,nas_ct,Short delay,False
21534,PG0104,No delays,On-time,True
21535,PG0105,late_aircraft_ct,Short delay,False
21536,PG0105,No delays,On-time,True
21537,PG0104,No delays,On-time,True
21538,PG0105,No delays,On-time,True
21539,PG0105,security_ct,Moderate delay,False
21540,PG0105,weather_ct,Short delay,False
21541,PG0104,No delays,On-time,True
21542,PG0104,security_ct,Short delay,False
21543,PG0105,late_aircraft_ct,Short delay,False
21544,PG0105,late_aircraft_ct,Short delay,False
21545,PG0104,No delays,On-time,True
21546,PG0105,No delays,On-time,True
21547,PG0105,carrier_ct,Long delay,False
21548,PG0105,No delays,On-time,True
21549,PG0104,late_aircraft_ct,Short delay,False
21550,PG0105,carrier_ct,Short delay,False
21551,PG0105,No delays,On-time,True
21552,PG0104,security_ct,Moderate delay,False
21553,PG0105,carrier_ct,Long delay,False
21554,PG0104,No delays,On-time,True
21555,PG0104,No delays,On-time,True
21556,PG0104,nas_ct,Short delay,False
21557,PG0105,No delays,On-time,True
21558,PG0105,No delays,On-time,True
21559,PG0104,No delays,On-time,True
21560,PG0105,security_ct,Short delay,False
21561,PG0105,No delays,On-time,True
21562,PG0104,carrier_ct,Short delay,False
21563,PG0105,security_ct,Short delay,False
21564,PG0104,carrier_ct,Short delay,False
21565,PG0104,nas_ct,Short delay,False
21566,PG0104,No delays,On-time,True
21567,PG0105,nas_ct,Moderate delay,False
21568,PG0104,security_ct,Short delay,False
21569,PG0104,weather_ct,Short delay,False
21570,PG0105,carrier_ct,Short delay,False
21571,PG0104,weather_ct,Short delay,False
21572,PG0105,nas_ct,Short delay,False
21573,PG0104,late_aircraft_ct,Moderate delay,False
21574,PG0105,carrier_ct,Moderate delay,False
21575,PG0104,nas_ct,Short delay,False
21576,PG0104,weather_ct,Short delay,False
21577,PG0105,carrier_ct,Moderate delay,False
21578,PG0104,security_ct,Short delay,False
21579,PG0105,No delays,On-time,True
21580,PG0104,security_ct,Short delay,False
21581,PG0105,security_ct,Moderate delay,False
21582,PG0105,No delays,On-time,True
21583,PG0105,No delays,On-time,True
21584,PG0105,No delays,On-time,True
21585,PG0105,No delays,On-time,True
21586,PG0104,carrier_ct,Short delay,False
21587,PG0105,carrier_ct,Short delay,False
21588,PG0104,No delays,On-time,True
21589,PG0104,nas_ct,Short delay,False
21590,PG0105,No delays,On-time,True
21591,PG0104,No delays,On-time,True
21592,PG0634,security_ct,Short delay,False
21593,PG0634,No delays,On-time,True
21594,PG0634,No delays,On-time,True
21595,PG0634,No delays,On-time,True
21596,PG0634,No delays,On-time,True
21597,PG0634,No delays,On-time,True
21598,PG0634,No delays,On-time,True
21599,PG0634,weather_ct,Short delay,False
21600,PG0634,No delays,On-time,True
21601,PG0634,No delays,On-time,True
21602,PG0634,weather_ct,Short delay,False
21603,PG0634,No delays,On-time,True
21604,PG0634,No delays,On-time,True
21605,PG0634,No delays,On-time,True
21606,PG0634,No delays,On-time,True
21607,PG0634,No delays,On-time,True
21608,PG0634,No delays,On-time,True
21609,PG0634,security_ct,Moderate delay,False
21610,PG0634,No delays,On-time,True
21611,PG0634,No delays,On-time,True
21612,PG0634,weather_ct,Short delay,False
21613,PG0634,nas_ct,Moderate delay,False
21614,PG0634,late_aircraft_ct,Short delay,False
21615,PG0634,security_ct,Short delay,False
21616,PG0634,No delays,On-time,True
21617,PG0634,nas_ct,Short delay,False
21618,PG0634,No delays,On-time,True
21619,PG0634,security_ct,Short delay,False
21620,PG0634,carrier_ct,Short delay,False
21621,PG0634,nas_ct,Short delay,False
21622,PG0634,security_ct,Short delay,False
21623,PG0634,weather_ct,Moderate delay,False
21624,PG0634,carrier_ct,Short delay,False
21625,PG0634,security_ct,Short delay,False
21626,PG0634,No delays,On-time,True
21627,PG0634,No delays,On-time,True
21628,PG0634,No delays,On-time,True
21629,PG0634,security_ct,Short delay,False
21630,PG0634,security_ct,Short delay,False
21631,PG0634,late_aircraft_ct,Short delay,False
21632,PG0634,No delays,On-time,True
21633,PG0634,nas_ct,Short delay,False
